NAME,LOCATION_CLEAN,CUISINES,PRIMARY_CUISINE,PRIMARY_REST_TYPE,RATE,VOTES,APPROX_COST_FOR_TWO_PEOPLE,BOOK_TABLE,ONLINE_ORDER
New Kabab Plaza,BTM,"Biryani, North Indian",Biryani,Casual Dining,3.390000104904175,0,300.0,False,False
Swaad,New BEL Road,Bengali,Bengali,Takeaway,3.4200000762939453,0,400.0,False,False
Ritzbake,Sarjapur Road,"Bakery, Desserts",Bakery,Bakery,3.450000047683716,0,300.0,False,False
Soul Curries,JP Nagar,South Indian,South Indian,Quick Bites,3.430000066757202,0,150.0,False,False
Noodle,Bellandur,Chinese,Chinese,Food Court,3.2799999713897705,0,500.0,False,False
Basmati's Briyani Nation,"Varthur Main Road, Whitefield","South Indian, Biryani",South Indian,Takeaway,3.440000057220459,0,350.0,False,True
City Kebab Centre,City Market,"Arabian, Rolls, Kebab",Arabian,Quick Bites,3.430000066757202,0,300.0,False,False
Baker's Treat,Koramangala 7th Block,"Bakery, Desserts",Bakery,Bakery,3.450000047683716,0,350.0,False,False
Smoodies,Whitefield,"Beverages, Healthy Food",Beverages,Delivery,3.450000047683716,0,200.0,False,True
Thindi Mane,Rajajinagar,South Indian,South Indian,Quick Bites,3.430000066757202,0,100.0,False,False
Unnis Hot Plate,New BEL Road,Kerala,Kerala,Quick Bites,3.430000066757202,0,200.0,False,False
Nimmoora Thindi,Mysore Road,"North Indian, South Indian",North Indian,Quick Bites,3.4200000762939453,0,400.0,False,False
Cool Bites,Koramangala 4th Block,"Fast Food, Juices",Fast Food,Quick Bites,3.430000066757202,0,200.0,False,True
Bismillah Ambur Biryani,Indiranagar,"Biryani, Hyderabadi",Biryani,Quick Bites,3.400000095367432,0,200.0,False,False
24th Main,JP Nagar,"North Indian, South Indian, Chinese",North Indian,Casual Dining,4.130000114440918,1240,800.0,True,False
Kutt The Chase Cafe,Nagawara,Bakery,Bakery,Takeaway,3.390000104904175,0,300.0,False,False
Delhi 6 Chaats,HSR,Street Food,Street Food,Quick Bites,3.450000047683716,0,200.0,False,False
The Twenty Handmade Chocolates,Kalyan Nagar,Bakery,Bakery,Bakery,3.450000047683716,0,200.0,False,False
Halli Mane Badoota Hotel,Electronic City,South Indian,South Indian,Quick Bites,3.390000104904175,0,300.0,False,True
Chination,Electronic City,Chinese,Chinese,Delivery,3.380000114440918,0,600.0,False,True
9 Bowls,Marathahalli,"Healthy Food, Continental, North Indian, Chinese",Healthy Food,Quick Bites,3.400000095367432,0,500.0,False,True
Italian Kitchen,HSR,"Italian, Beverages",Italian,Takeaway,3.369999885559082,0,400.0,False,True
Gobble Up,Bannerghatta Road,"Chinese, Street Food",Chinese,Takeaway,3.400000095367432,0,200.0,False,False
Hunger Restaurant,Bannerghatta Road,South Indian,South Indian,Casual Dining,3.380000114440918,0,500.0,False,False
New Ambur Hot Dum Biriyani,New BEL Road,Biryani,Biryani,Quick Bites,3.400000095367432,0,200.0,False,False
Nandhana Mithai,Bannerghatta Road,"Mithai, Desserts",Mithai,Sweet Shop,3.400000095367432,0,500.0,False,False
Spinach Family Restaurant,Sarjapur Road,"North Indian, Chinese, South Indian",North Indian,Casual Dining,3.4200000762939453,0,400.0,False,False
1441 Pizzeria,JP Nagar,"Pizza, Salad",Pizza,Casual Dining,3.740000009536743,149,800.0,False,True
Moonlights Kitchens,Koramangala 1st Block,"North Indian, Chinese",North Indian,Delivery,3.4200000762939453,0,400.0,False,False
Thakur's Kitchen,HSR,North Indian,North Indian,Delivery,3.400000095367432,0,500.0,False,False
Tasty Kitchens,Koramangala 6th Block,Pizza,Pizza,Quick Bites,3.440000057220459,0,500.0,False,True
The Chef Restaurant,BTM,"North Indian, Chinese, South Indian",North Indian,Casual Dining,3.369999885559082,0,600.0,False,False
Aaharaa,BTM,North Indian,North Indian,Quick Bites,3.390000104904175,0,300.0,False,False
Hotel Arogya,HSR,"South Indian, North Indian, Chinese",South Indian,Quick Bites,3.440000057220459,0,400.0,False,False
Yang Ming,HSR,Chinese,Chinese,Quick Bites,3.450000047683716,0,400.0,False,True
Bigs Kitchen,Kammanahalli,"Fast Food, Pizza, Salad",Fast Food,Quick Bites,3.4200000762939453,0,200.0,False,False
Shades Of Coffee,HSR,"Desserts, Sandwich, Fast Food, Beverages",Desserts,Quick Bites,3.380000114440918,0,300.0,False,False
Shrawan Restaurant,Whitefield,"North Indian, Chinese",North Indian,Quick Bites,3.430000066757202,0,300.0,False,True
Five Satr Chiken,Bellandur,Fast Food,Fast Food,Quick Bites,3.369999885559082,0,300.0,False,False
Donne Biriyani combos,Kumaraswamy Layout,Biryani,Biryani,Casual Dining,3.359999895095825,0,400.0,False,True
Biryani Cart,Bellandur,"Biryani, North Indian",Biryani,Delivery,3.3299999237060547,0,400.0,False,False
Swad 'E' Punjab,Electronic City,"North Indian, Chinese, Fast Food, Biryani",North Indian,Quick Bites,3.359999895095825,0,500.0,False,True
Krusts N Krumbs,Jayanagar,"Bakery, Desserts",Bakery,Bakery,3.4600000381469727,0,350.0,False,False
NS Garden Restaurant,Electronic City,"Andhra, North Indian, Chinese, South Indian",Andhra,Casual Dining,3.359999895095825,0,550.0,False,False
Tempting Aroma,Electronic City,"North Indian, Chinese, BBQ",North Indian,Delivery,3.359999895095825,0,300.0,False,False
Cafe Sandarshini,Shanti Nagar,"South Indian, North Indian",South Indian,Quick Bites,3.390000104904175,0,200.0,False,False
Slurpy Shakes,Kalyan Nagar,Beverages,Beverages,Beverage Shop,3.470000028610229,0,300.0,False,True
Curries and Pickles,Whitefield,"Andhra, North Indian, Biryani",Andhra,Quick Bites,3.430000066757202,0,250.0,False,True
Brahma Brews,JP Nagar,"Continental, South Indian, Finger Food, Pizza, Seafood",Continental,Microbrewery,3.4800000190734863,0,1400.0,True,False
Aisha Tharavad,Ejipura,"South Indian, Kerala",South Indian,Quick Bites,3.369999885559082,0,400.0,False,False
Absolute Shawarma,Brookefield,Lebanese,Lebanese,Takeaway,3.440000057220459,0,150.0,False,True
Shri Lakshmi Vilas Andhra Mess - Taste of Vijayawada,Electronic City,"Andhra, Chinese, Biryani",Andhra,Quick Bites,3.369999885559082,0,500.0,False,True
Robin Brown Ice Creams,Frazer Town,Desserts,Desserts,Dessert Parlor,3.390000104904175,0,250.0,False,True
It's My Meal,Bommanahalli,North Indian,North Indian,Takeaway,3.359999895095825,0,200.0,False,False
Ambur Biryani Center,Whitefield,"Biryani, Kebab",Biryani,Quick Bites,3.390000104904175,0,300.0,False,False
Tongue Taste,Hosur Road,"North Indian, Chinese, Fast Food",North Indian,Quick Bites,3.440000057220459,0,350.0,False,True
Oregano Pizzeria,Kalyan Nagar,"Italian, Pizza",Italian,Quick Bites,3.359999895095825,0,300.0,False,False
Galaxy Kebabs & Curries,Electronic City,"North Indian, Kebab, Seafood, Chinese",North Indian,Casual Dining,3.3499999046325684,0,650.0,False,False
Wedesi,Electronic City,North Indian,North Indian,Quick Bites,3.359999895095825,0,250.0,False,False
Sweet Mansion,Indiranagar,Bakery,Bakery,Bakery,3.440000057220459,0,200.0,False,False
The Chola,Frazer Town,"Biryani, Chinese, Fast Food, Kebab",Biryani,Quick Bites,3.400000095367432,0,200.0,False,False
Happy Eats,Whitefield,"North Indian, Continental",North Indian,Delivery,3.430000066757202,0,300.0,False,True
Basaveshwara Khanavali,Marathahalli,South Indian,South Indian,Quick Bites,3.390000104904175,0,150.0,False,False
V20,Electronic City,"North Indian, Continental",North Indian,Food Court,3.289999961853028,0,300.0,False,False
Bengal Metro,Koramangala 1st Block,Bengali,Bengali,Quick Bites,3.390000104904175,0,600.0,False,False
Fruit Ball,HSR,"Juices, Sandwich",Juices,Beverage Shop,3.4200000762939453,0,150.0,False,False
Ooty Dreams,Bannerghatta Road,"Desserts, Ice Cream",Desserts,Dessert Parlor,3.380000114440918,0,250.0,False,False
Annalakshmi,Whitefield,South Indian,South Indian,Casual Dining,3.430000066757202,0,400.0,False,True
Punjabi Dhaba And Family Restaurant,Electronic City,"North Indian, Chinese",North Indian,Quick Bites,3.359999895095825,0,250.0,False,False
Kale Cafe,Brookefield,"Fast Food, Kerala",Fast Food,Quick Bites,3.4100000858306885,0,100.0,False,False
The Duke of Juices,Electronic City,"Juices, Beverages, Salad",Juices,Takeaway,3.369999885559082,0,200.0,False,False
Goodness! Beverages,BTM,Beverages,Beverages,Takeaway,3.4600000381469727,0,250.0,False,False
New Mathrusree Sagar,Ejipura,South Indian,South Indian,Quick Bites,3.390000104904175,0,200.0,False,False
Crazy Pizza,Brigade Road,"Pizza, Beverages",Pizza,Food Court,3.3499999046325684,0,400.0,False,True
Khally Wally,MG Road,"Biryani, Kebab",Biryani,Quick Bites,3.400000095367432,0,250.0,False,False
Hotel City Light,City Market,"North Indian, Biryani",North Indian,Quick Bites,3.4200000762939453,0,200.0,False,False
Chef Delicacies,Electronic City,"Kebab, Rolls, Charcoal Chicken",Kebab,Takeaway,3.3499999046325684,0,400.0,False,False
Bob's Bar,Koramangala 7th Block,"South Indian, Finger Food",South Indian,Bar,3.430000066757202,0,1000.0,False,False
Mukesh Sweet Centre,Banashankari,Mithai,Mithai,Sweet Shop,3.4600000381469727,0,300.0,False,False
Magic Biryani,Richmond Road,"Biryani, Kebab",Biryani,Quick Bites,3.380000114440918,0,150.0,False,False
Hotel Malabar,Electronic City,"Chinese, Mughlai, Hyderabadi, North Indian",Chinese,Casual Dining,3.369999885559082,0,400.0,False,False
Junkealth,JP Nagar,"Healthy Food, Beverages, Cafe",Healthy Food,Quick Bites,3.4600000381469727,0,300.0,False,False
Happy Cups,Electronic City,"Bakery, Cafe, Sandwich",Bakery,Quick Bites,3.359999895095825,0,300.0,False,False
Risalo Restaurant,Brookefield,"North Indian, Chinese",North Indian,Quick Bites,3.4200000762939453,0,400.0,False,True
Patiala House,Koramangala 7th Block,"North Indian, Rolls, Chinese, Biryani",North Indian,Takeaway,3.450000047683716,0,300.0,False,True
Ghar Ka Swaad,Marathahalli,North Indian,North Indian,Delivery,3.359999895095825,0,300.0,False,False
Karnataka Chats,Majestic,Street Food,Street Food,Quick Bites,3.400000095367432,0,200.0,False,False
Rabi North Indian Food,New BEL Road,"North Indian, Chinese",North Indian,Quick Bites,3.4200000762939453,0,250.0,False,False
Karnataka Bhel House,Banashankari,Street Food,Street Food,Quick Bites,3.440000057220459,0,150.0,False,False
Red Chillies Curries Point,Outer_Areas,Andhra,Andhra,Quick Bites,3.4200000762939453,0,250.0,False,True
Raja Foodpath,Bommanahalli,"North Indian, South Indian, Chinese",North Indian,Quick Bites,3.369999885559082,0,200.0,False,False
Delhi Special Fast Food,Whitefield,"Fast Food, Street Food",Fast Food,Quick Bites,3.400000095367432,0,200.0,False,False
Bangalore Pizza & Pulse Juice Bar,Bannerghatta Road,"Juices, Pizza",Juices,Food Court,3.259999990463257,0,500.0,False,False
Pasta Twist,Bellandur,"Italian, Fast Food",Italian,Quick Bites,3.3399999141693115,0,400.0,False,False
Hotel Chiguru,JP Nagar,"South Indian, Chinese",South Indian,Quick Bites,3.440000057220459,0,250.0,False,False
Wow Vada Pav,Bannerghatta Road,"Fast Food, Street Food",Fast Food,Quick Bites,3.369999885559082,0,150.0,False,False
Cake Couture,Shivajinagar,"Bakery, Desserts",Bakery,Takeaway,3.390000104904175,0,350.0,False,False
Club Food,Sarjapur Road,"North Indian, Chinese",North Indian,Quick Bites,3.440000057220459,0,250.0,False,True
Dhruva's Munch & Sip,KR Puram,"Fast Food, Chinese",Fast Food,Quick Bites,3.4200000762939453,0,200.0,False,False
Silicon Spicy Bite & Sip,Electronic City,"Fast Food, Beverages",Fast Food,Quick Bites,3.380000114440918,0,200.0,False,False
La Mirch,Bellandur,"North Indian, Kashmiri",North Indian,Delivery,3.3499999046325684,0,400.0,False,False
Cake My Day,Lavelle Road,Desserts,Desserts,Delivery,3.3399999141693115,0,450.0,False,False
Patra Snacks & Sweets,Marathahalli,"Mithai, Street Food",Mithai,Sweet Shop,3.430000066757202,0,200.0,False,True
Kolkata Famous Kati Roll,Domlur,Rolls,Rolls,Quick Bites,3.369999885559082,0,150.0,False,False
Hotel Select,Shanti Nagar,South Indian,South Indian,Quick Bites,3.380000114440918,0,250.0,False,False
Cane Crussh,Whitefield,Juices,Juices,Beverage Shop,3.440000057220459,0,100.0,False,True
New Star Hotel,Shivajinagar,North Indian,North Indian,Quick Bites,3.369999885559082,0,200.0,False,False
AAR Chinese And Grill Food Truck,Other_Broad_Areas,"BBQ, Chinese",BBQ,Food Truck,3.369999885559082,0,200.0,False,False
The Juice Station,Rajajinagar,"Juices, Sandwich, Burger, Beverages, Continental",Juices,Beverage Shop,3.430000066757202,0,200.0,False,True
Hotel New Sagar,Shivajinagar,"North Indian, Chinese, Biryani",North Indian,Quick Bites,3.359999895095825,0,300.0,False,False
Shawarma Hunt,BTM,Arabian,Arabian,Quick Bites,3.4100000858306885,0,300.0,False,False
Let's Bounce,JP Nagar,Fast Food,Fast Food,Quick Bites,3.4200000762939453,0,150.0,False,True
Kulfi & More,Banashankari,"Ice Cream, Desserts, Juices",Ice Cream,Dessert Parlor,3.359999895095825,0,150.0,False,False
Omleterian,JP Nagar,"American, Continental",American,Delivery,3.380000114440918,0,200.0,False,True
Delhi 6,Indiranagar,"North Indian, South Indian",North Indian,Takeaway,3.4200000762939453,0,200.0,False,False
Masale Daan,RT Nagar,North Indian,North Indian,Delivery,3.380000114440918,0,350.0,False,True
Baskin Robbins,Sarjapur Road,"Ice Cream, Desserts",Ice Cream,Dessert Parlor,3.369999885559082,0,250.0,False,False
Mr. Parathewala,Jayanagar,North Indian,North Indian,Takeaway,3.450000047683716,0,300.0,False,True
Biryani Treat,Bellandur,Biryani,Biryani,Quick Bites,3.3299999237060547,0,400.0,False,False
Ludhiana Junction,Koramangala 3rd Block,"South Indian, Rajasthani",South Indian,Delivery,3.440000057220459,0,300.0,False,False
Gowdru Hatti Nati Style,Bannerghatta Road,"South Indian, Chinese, Biryani",South Indian,Quick Bites,3.380000114440918,0,350.0,False,False
Sri Prasanna Military Hotel,Magadi Road,South Indian,South Indian,Quick Bites,3.4200000762939453,0,250.0,False,False
Kings Kitchen,HSR,"Biryani, North Indian",Biryani,Delivery,3.430000066757202,0,500.0,False,True
Nawab's Rolls And More,Nagawara,"North Indian, Rolls",North Indian,Quick Bites,3.359999895095825,0,150.0,False,False
Bangalore Cakes,Marathahalli,Bakery,Bakery,Bakery,3.4100000858306885,0,250.0,False,False
Lakshmi Hotel,Ulsoor,"South Indian, Biryani",South Indian,Quick Bites,3.440000057220459,0,300.0,False,False
Dallas Hot & Cold,JP Nagar,Fast Food,Fast Food,Quick Bites,3.4200000762939453,0,300.0,False,False
Kolkata Famous Kati Roll,RT Nagar,Rolls,Rolls,Kiosk,3.380000114440918,0,150.0,False,False
Mayuri Spices,Marathahalli,"Andhra, Chinese, North Indian",Andhra,Casual Dining,3.3499999046325684,0,800.0,False,False
Gajanana Juice Centre,Malleshwaram,"Beverages, Juices",Beverages,Beverage Shop,3.450000047683716,0,100.0,False,False
Shalimar Chaska,Richmond Road,"Fast Food, Chinese",Fast Food,Quick Bites,3.400000095367432,0,200.0,False,False
Some Mo',Koramangala 6th Block,"Momos, Fast Food",Momos,Food Court,3.4100000858306885,0,200.0,False,True
The Shed,Sarjapur Road,"Cafe, Fast Food",Cafe,Cafe,3.450000047683716,0,400.0,False,False
Juicy Cafe,HSR,"Juices, Beverages, Fast Food",Juices,Quick Bites,3.4200000762939453,0,250.0,False,False
Cane Hut,Whitefield,"Beverages, Juices, Street Food",Beverages,Beverage Shop,3.430000066757202,0,100.0,False,False
Domino's Pizza,Koramangala 5th Block,"Pizza, Fast Food",Pizza,Quick Bites,3.4200000762939453,0,400.0,False,True
Khiche Chale Aao,Koramangala 6th Block,"North Indian, Fast Food",North Indian,Quick Bites,3.440000057220459,0,300.0,False,True
JCL Canteen,Shivajinagar,South Indian,South Indian,Mess,3.390000104904175,0,100.0,False,False
Udupi Sri Krishna Cafe,Jayanagar,"North Indian, South Indian",North Indian,Casual Dining,3.390000104904175,16,600.0,False,True
Chinese Corner,Church Street,Chinese,Chinese,Quick Bites,3.430000066757202,0,200.0,False,False
1 Fahreheit,New BEL Road,"Desserts, Ice Cream",Desserts,Dessert Parlor,3.390000104904175,0,200.0,False,False
New Grand Hotel,City Market,"North Indian, Biryani",North Indian,Quick Bites,3.4200000762939453,0,200.0,False,False
Master Of Kebab,Whitefield,"Kebab, Arabian, Afghan",Kebab,Quick Bites,3.380000114440918,0,450.0,False,False
Momo Time,HSR,"Momos, Chinese",Momos,Quick Bites,3.470000028610229,0,300.0,False,True
Sri Udupi Veg,Jayanagar,South Indian,South Indian,Quick Bites,3.299999952316284,4,250.0,False,False
Eat Eroo - Bombay Vada Pav,Whitefield,"Street Food, Maharashtrian",Street Food,Takeaway,3.430000066757202,0,200.0,False,False
Desi Curry,HSR,North Indian,North Indian,Delivery,3.390000104904175,0,450.0,False,False
Timeless EatOut,Vasanth Nagar,South Indian,South Indian,Delivery,3.440000057220459,0,300.0,False,False
Sree Gajanana Juice Centre,Kammanahalli,Juices,Juices,Beverage Shop,3.430000066757202,0,100.0,False,False
MK Dabbawala,HSR,North Indian,North Indian,Takeaway,3.4200000762939453,0,400.0,False,False
Artinci Artisanal Ice Cream,Bellandur,"Ice Cream, Desserts",Ice Cream,Dessert Parlor,3.3399999141693115,0,300.0,False,True
Cake Dilim,Kalyan Nagar,"Bakery, Desserts",Bakery,Bakery,3.450000047683716,0,400.0,False,False
Oven Fresh,Sarjapur Road,"Bakery, Fast Food",Bakery,Bakery,3.430000066757202,0,600.0,False,False
BTM,BTM,"North Indian, South Indian",North Indian,Casual Dining,3.400000095367432,0,400.0,False,False
Terminus Tiffin Meal Service,Other_Broad_Areas,North Indian,North Indian,Delivery,3.369999885559082,0,200.0,False,False
Grilliez,Electronic City,"Continental, BBQ, Beverages",Continental,Takeaway,3.3299999237060547,0,400.0,False,False
Kapoor's Punjabi Rolls,Kalyan Nagar,"Rolls, Fast Food",Rolls,Quick Bites,3.440000057220459,0,300.0,False,True
Bak'd Goodies,Electronic City,Bakery,Bakery,Bakery,3.369999885559082,0,350.0,False,False
Tasty Corner Veg And Non Veg,Kumaraswamy Layout,"North Indian, South Indian, Chinese",North Indian,Delivery,3.3499999046325684,0,400.0,False,False
SnacksGuru,Basaveshwara Nagar,Fast Food,Fast Food,Quick Bites,3.400000095367432,0,250.0,False,False
Chai Point,HBR Layout,"Tea, Beverages, Fast Food",Tea,Quick Bites,3.440000057220459,0,250.0,False,True
Just Bake,Rajajinagar,Bakery,Bakery,Bakery,3.4200000762939453,0,400.0,False,False
Ashirwadh Delicacy,Shanti Nagar,"South Indian, Fast Food",South Indian,Quick Bites,3.380000114440918,0,150.0,False,False
Smoothies Cafe,HBR Layout,"Cafe, Fast Food, Juices",Cafe,Takeaway,3.470000028610229,0,200.0,False,True
House of Chaaps,Whitefield,"North Indian, Rolls",North Indian,Quick Bites,3.4100000858306885,0,450.0,False,True
Metro Fast Food,HSR,"Biryani, Kebab",Biryani,Quick Bites,3.400000095367432,0,300.0,False,False
Sri Krishna Sweets,Jayanagar,Mithai,Mithai,Sweet Shop,3.450000047683716,0,100.0,False,False
Bisi Thindi,Kammanahalli,South Indian,South Indian,Quick Bites,3.440000057220459,0,150.0,False,True
New Prince Restaurant,Majestic,"North Indian, Biryani",North Indian,Quick Bites,3.359999895095825,0,300.0,False,False
BEIR,Bannerghatta Road,"Mexican, American",Mexican,Casual Dining,3.359999895095825,0,800.0,False,False
Rage Chocolatier,Residency Road,Desserts,Desserts,Confectionery,3.400000095367432,0,400.0,False,False
Just Baked,Commercial Street,"Bakery, Desserts",Bakery,Bakery,3.450000047683716,0,400.0,False,False
Quick Shakes & More,Indiranagar,Beverages,Beverages,Beverage Shop,3.450000047683716,0,150.0,False,False
Lechem,Kalyan Nagar,North Indian,North Indian,Delivery,3.390000104904175,0,600.0,False,False
Biryani Royals Garden,Kumaraswamy Layout,"North Indian, Biryani, Mughlai",North Indian,Quick Bites,3.359999895095825,0,500.0,False,True
Sri Balaji Andhra Mess,Bommanahalli,Andhra,Andhra,Mess,3.359999895095825,0,300.0,False,False
Dastarkhan,Bannerghatta Road,Mughlai,Mughlai,Quick Bites,3.369999885559082,0,400.0,False,False
Seven Ate Nine,HSR,"North Indian, Steak, South Indian",North Indian,Casual Dining,3.450000047683716,0,700.0,False,True
Telugu Velugu,HSR,"South Indian, Andhra",South Indian,Quick Bites,3.4600000381469727,0,500.0,False,True
Malleseari's Multi Cuisine Restaurant,JP Nagar,"North Indian, South Indian",North Indian,Quick Bites,3.4100000858306885,0,150.0,False,False
Cheezy Subs & Sandwiches,Whitefield,"Fast Food, Sandwich",Fast Food,Delivery,3.400000095367432,0,350.0,False,False
Davanagere Benne Dosa,Jayanagar,South Indian,South Indian,Quick Bites,3.430000066757202,0,150.0,False,False
Foodies Hut,Whitefield,North Indian,North Indian,Quick Bites,3.369999885559082,0,500.0,False,False
Sandy Cool Joint,HSR,Juices,Juices,Beverage Shop,3.430000066757202,0,200.0,False,False
Priya Bakery,Wilson Garden,"Bakery, Beverages",Bakery,Quick Bites,3.4100000858306885,0,150.0,False,False
eat.fit,Electronic City,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",Healthy Food,Takeaway,3.380000114440918,0,500.0,False,True
Malabar Cafe,Indiranagar,"Kerala, South Indian",Kerala,Quick Bites,3.430000066757202,0,350.0,False,False
Udupi Biriyani Point,Bannerghatta Road,"North Indian, South Indian",North Indian,Takeaway,3.380000114440918,0,190.0,False,False
Sambhram,Malleshwaram,"South Indian, Biryani",South Indian,Quick Bites,3.440000057220459,0,250.0,False,False
Mazali,Electronic City,"Kerala, North Indian",Kerala,Quick Bites,3.369999885559082,0,350.0,False,False
Shakes365,Whitefield,Beverages,Beverages,Beverage Shop,3.450000047683716,0,300.0,False,False
Vah Biryani,Bannerghatta Road,"Biryani, Chinese",Biryani,Delivery,3.3399999141693115,0,300.0,False,False
Domlur Cafe,Domlur,South Indian,South Indian,Quick Bites,3.400000095367432,0,200.0,False,False
Cafe 19,Marathahalli,"Cafe, Fast Food",Cafe,Cafe,3.4200000762939453,0,350.0,False,False
Hanchina Mane Restaurant,Electronic City,North Indian,North Indian,Quick Bites,3.3499999046325684,0,400.0,False,False
Harilal ka Bihari Dhaba,Koramangala 1st Block,"North Indian, Bihari",North Indian,Dhaba,3.450000047683716,0,250.0,False,True
Basmati's Briyani Nation,HSR,"Biryani, Fast Food",Biryani,Takeaway,3.430000066757202,0,350.0,False,True
New Prakash Hotel,Banashankari,South Indian,South Indian,Quick Bites,3.440000057220459,0,250.0,False,False
Rabiya Caterers,Shanti Nagar,Mughlai,Mughlai,Takeaway,3.369999885559082,0,600.0,False,False
GFC Biryani,BTM,Biryani,Biryani,Quick Bites,3.400000095367432,0,300.0,False,True
Punjabi Chulha,Whitefield,North Indian,North Indian,Quick Bites,3.400000095367432,0,400.0,False,False
Time to Eat,Brookefield,"North Indian, Chinese, American, Italian, Fast Food",North Indian,Quick Bites,3.400000095367432,0,400.0,False,False
Cafe Zuppa,JP Nagar,"Cafe, Pizza, Fast Food",Cafe,Cafe,3.440000057220459,0,450.0,False,True
Tasty Kitchens,Koramangala 6th Block,Pizza,Pizza,Quick Bites,3.440000057220459,0,500.0,False,True
Daily Special,Whitefield,"North Indian, South Indian",North Indian,Delivery,3.400000095367432,0,250.0,False,False
Chocolate Philosophy,Kalyan Nagar,Desserts,Desserts,Dessert Parlor,3.369999885559082,0,500.0,False,False
New Ambur Hot Dum Biryani,Bannerghatta Road,Biryani,Biryani,Quick Bites,3.359999895095825,0,200.0,False,False
Curry Chatty Paradise,Kammanahalli,"South Indian, North Indian, Chinese",South Indian,Takeaway,3.440000057220459,0,300.0,False,False
Halftime,Whitefield,"North Indian, Chinese",North Indian,Quick Bites,3.400000095367432,0,200.0,False,False
Bajji Corner,Seshadripuram,Fast Food,Fast Food,Quick Bites,3.4100000858306885,0,150.0,False,False
Tomba Kitchens,Ejipura,North Eastern,North Eastern,Quick Bites,3.390000104904175,0,300.0,False,False
Juice Planet Food Corner,Domlur,"Biryani, Beverages",Biryani,Quick Bites,3.309999942779541,0,150.0,False,False
The Dragon Express,Whitefield,Chinese,Chinese,Quick Bites,3.430000066757202,0,200.0,False,False
Pitta Biryani,Bellandur,Biryani,Biryani,Delivery,3.3299999237060547,0,400.0,False,False
Shyamali Fast Food Kolkata Style,Ejipura,"Biryani, Chinese, North Indian",Biryani,Quick Bites,3.3399999141693115,0,250.0,False,False
Cafe Chaippu,Sarjapur Road,"Kerala, Coffee",Kerala,Quick Bites,3.4200000762939453,0,150.0,False,False
Bhojana Restaurant,Whitefield,"Andhra, South Indian",Andhra,Quick Bites,3.400000095367432,0,250.0,False,False
Choco Fudge,Marathahalli,"Beverages, Fast Food, Ice Cream, Sandwich",Beverages,Beverage Shop,3.4200000762939453,0,250.0,False,False
Nuty,Kammanahalli,"North Indian, Biryani",North Indian,Quick Bites,3.440000057220459,0,300.0,False,True
Karnataka Biryani Point,Malleshwaram,Biryani,Biryani,Quick Bites,3.430000066757202,0,200.0,False,True
Delight Foods,Bellandur,"Andhra, Beverages, Biryani, Chinese, Fast Food, Hyderabadi, North Indian, South Indian",Andhra,Takeaway,3.3499999046325684,0,750.0,False,False
Nilavara Restaurant,Bellandur,Kerala,Kerala,Quick Bites,3.369999885559082,0,300.0,False,False
Tata Cha,Whitefield,"Cafe, Tea, North Indian",Cafe,Cafe,3.430000066757202,0,500.0,False,True
Cafe Coffee Day,Race Course Road,"Cafe, Fast Food",Cafe,Cafe,3.4200000762939453,0,900.0,False,False
Biryani Addicts,Nagawara,Biryani,Biryani,Delivery,3.319999933242798,0,500.0,False,False
Mayur Veg Restaurant,Vijay Nagar,"South Indian, Chinese, North Indian, Juices",South Indian,Quick Bites,3.440000057220459,0,250.0,False,False
Mayuri Andhra Mess,Koramangala 5th Block,"Andhra, Biryani",Andhra,Mess,3.400000095367432,0,300.0,False,False
Bismillah Ambur Biryani,Old Airport Road,Biryani,Biryani,Quick Bites,3.390000104904175,0,150.0,False,False
Celebration Day,Marathahalli,"Bakery, Desserts, Beverages",Bakery,Quick Bites,3.390000104904175,0,350.0,False,False
Nandishwara Lunch Home,Shanti Nagar,South Indian,South Indian,Quick Bites,3.400000095367432,0,100.0,False,False
Butter Cup,Basavanagudi,"Desserts, Bakery",Desserts,Dessert Parlor,3.380000114440918,0,250.0,False,False
Natis By Wings,Malleshwaram,North Indian,North Indian,Quick Bites,3.4200000762939453,0,200.0,False,False
Dhe Chef Cafe,BTM,"North Indian, Rolls",North Indian,Quick Bites,3.400000095367432,0,200.0,False,False
Iyengar's Cakes and Cookies,Bannerghatta Road,Bakery,Bakery,Bakery,3.430000066757202,0,200.0,False,False
Sethi's,Whitefield,North Indian,North Indian,Delivery,3.369999885559082,0,600.0,False,False
Happie Hippies,Vasanth Nagar,"Mediterranean, European, Healthy Food",Mediterranean,Quick Bites,3.359999895095825,0,500.0,False,False
Kaffee Klatsch,Malleshwaram,Cafe,Cafe,Cafe,3.470000028610229,0,300.0,False,False
Jerome Coffee & Food court,MG Road,"South Indian, Street Food",South Indian,Quick Bites,3.430000066757202,0,150.0,False,False
U And N Health,HSR,"Healthy Food, Beverages",Healthy Food,Takeaway,3.4600000381469727,0,400.0,False,False
Jo & Mo,Whitefield,"Chinese, North Indian, Juices",Chinese,Takeaway,3.4200000762939453,0,400.0,False,False
Amma Family Restaurant,Sarjapur Road,"Kerala, South Indian",Kerala,Quick Bites,3.4200000762939453,0,400.0,False,False
Om Sri Vinayaka Chats,Banashankari,"Street Food, Fast Food",Street Food,Takeaway,3.430000066757202,0,500.0,False,False
